country,US,US,US,US,US,US,US,UK,UK
tenor,2y,3y,5y,10y,Ultra 10y,Long Bond,Ultra Bond,Short Gilt,Long Gilt
date,,,,,,,,,
1980-01-01,,,,,,82.1875,,,
1980-01-02,,,,,,80.875,,,
1980-01-03,,,,,,80.5,,,
1980-01-04,,,,,,80.125,,,
1980-01-07,,,,,,80.25,,,
1980-01-08,,,,,,80.78125,,,
1980-01-09,,,,,,80.625,,,
1980-01-10,,,,,,81.03125,,,
1980-01-11,,,,,,79.90625,,,
1980-01-14,,,,,,79.625,,,
1980-01-15,,,,,,79.8125,,,
1980-01-16,,,,,,79.78125,,,
1980-01-17,,,,,,79.03125,,,
1980-01-18,,,,,,78.15625,,,
1980-01-21,,,,,,76.6875,,,
1980-01-22,,,,,,77.5625,,,
1980-01-23,,,,,,77.5,,,
1980-01-24,,,,,,75.90625,,,
1980-01-25,,,,,,75.0625,,,
1980-01-28,,,,,,74.78125,,,
1980-01-29,,,,,,74.03125,,,
1980-01-30,,,,,,74.25,,,
1980-01-31,,,,,,74.5,,,
1980-02-01,,,,,,73.8125,,,
1980-02-04,,,,,,73.03125,,,
1980-02-05,,,,,,71.09375,,,
1980-02-06,,,,,,70.3125,,,
1980-02-07,,,,,,71.25,,,
1980-02-08,,,,,,71.4375,,,
1980-02-11,,,,,,69.59375,,,
1980-02-12,,,,,,69.03125,,,
1980-02-13,,,,,,70.1875,,,
1980-02-14,,,,,,69.90625,,,
1980-02-15,,,,,,68.3125,,,
1980-02-18,,,,,,68.3125,,,
1980-02-19,,,,,,66.3125,,,
1980-02-20,,,,,,65.8125,,,
1980-02-21,,,,,,64.40625,,,
1980-02-22,,,,,,66.40625,,,
1980-02-25,,,,,,65.34375,,,
1980-02-26,,,,,,65.21875,,,
1980-02-27,,,,,,65.125,,,
1980-02-28,,,,,,67.125,,,
1980-02-29,,,,,,68.28125,,,
1980-03-03,,,,,,66.90625,,,
1980-03-04,,,,,,67.34375,,,
1980-03-05,,,,,,66.75,,,
1980-03-06,,,,,,65.3125,,,
1980-03-07,,,,,,66.40625,,,
1980-03-10,,,,,,68.375,,,
1980-03-11,,,,,,69.0,,,
1980-03-12,,,,,,67.3125,,,
1980-03-13,,,,,,68.15625,,,
1980-03-14,,,,,,68.03125,,,
1980-03-17,,,,,,68.65625,,,
1980-03-18,,,,,,69.25,,,
1980-03-19,,,,,,69.4375,,,
1980-03-20,,,,,,67.9375,,,
1980-03-21,,,,,,68.28125,,,
1980-03-24,,,,,,66.28125,,,
1980-03-25,,,,,,65.84375,,,
1980-03-26,,,,,,66.28125,,,
1980-03-27,,,,,,66.03125,,,
1980-03-28,,,,,,67.875,,,
1980-03-31,,,,,,67.84375,,,
1980-04-01,,,,,,68.5,,,
1980-04-02,,,,,,67.4375,,,
1980-04-03,,,,,,69.34375,,,
1980-04-04,,,,,,69.34375,,,
1980-04-07,,,,,,71.21875,,,
1980-04-08,,,,,,71.125,,,
1980-04-09,,,,,,71.0625,,,
1980-04-10,,,,,,72.53125,,,
1980-04-11,,,,,,73.78125,,,
1980-04-14,,,,,,73.1875,,,
1980-04-15,,,,,,73.6875,,,
1980-04-16,,,,,,75.6875,,,
1980-04-17,,,,,,76.6875,,,
1980-04-18,,,,,,76.75,,,
1980-04-21,,,,,,76.65625,,,
1980-04-22,,,,,,77.09375,,,
1980-04-23,,,,,,75.875,,,
1980-04-24,,,,,,75.34375,,,
1980-04-25,,,,,,75.375,,,
1980-04-28,,,,,,77.375,,,
1980-04-29,,,,,,77.21875,,,
1980-04-30,,,,,,77.0625,,,
1980-05-01,,,,,,78.375,,,
1980-05-02,,,,,,80.1875,,,
1980-05-05,,,,,,80.5625,,,
1980-05-06,,,,,,81.84375,,,
1980-05-07,,,,,,81.53125,,,
1980-05-08,,,,,,80.625,,,
1980-05-09,,,,,,80.3125,,,
1980-05-12,,,,,,79.71875,,,
1980-05-13,,,,,,80.375,,,
1980-05-14,,,,,,80.75,,,
1980-05-15,,,,,,78.75,,,
1980-05-16,,,,,,78.25,,,
1980-05-19,,,,,,77.09375,,,
1980-05-20,,,,,,79.09375,,,
1980-05-21,,,,,,80.1875,,,
1980-05-22,,,,,,79.9375,,,
1980-05-23,,,,,,81.90625,,,
1980-05-26,,,,,,81.90625,,,
1980-05-27,,,,,,81.375,,,
1980-05-28,,,,,,80.6875,,,
1980-05-29,,,,,,79.78125,,,
1980-05-30,,,,,,79.4375,,,
1980-06-02,,,,,,78.53125,,,
1980-06-03,,,,,,80.28125,,,
1980-06-04,,,,,,80.90625,,,
1980-06-05,,,,,,81.46875,,,
1980-06-06,,,,,,83.28125,,,
1980-06-09,,,,,,83.5,,,
1980-06-10,,,,,,83.03125,,,
1980-06-11,,,,,,83.75,,,
1980-06-12,,,,,,85.0,,,
1980-06-13,,,,,,86.21875,,,
1980-06-16,,,,,,86.21875,,,
1980-06-17,,,,,,85.65625,,,
1980-06-18,,,,,,85.1875,,,
1980-06-19,,,,,,85.78125,,,
1980-06-20,,,,,,85.71875,,,
1980-06-23,,,,,,83.84375,,,
1980-06-24,,,,,,83.9375,,,
1980-06-25,,,,,,83.15625,,,
1980-06-26,,,,,,82.0625,,,
1980-06-27,,,,,,81.09375,,,
1980-06-30,,,,,,81.1875,,,
1980-07-01,,,,,,79.875,,,
1980-07-02,,,,,,80.3125,,,
1980-07-03,,,,,,80.96875,,,
1980-07-04,,,,,,80.96875,,,
1980-07-07,,,,,,78.96875,,,
1980-07-08,,,,,,80.78125,,,
1980-07-09,,,,,,79.71875,,,
1980-07-10,,,,,,79.25,,,
1980-07-11,,,,,,78.3125,,,
1980-07-14,,,,,,77.75,,,
1980-07-15,,,,,,79.71875,,,
1980-07-16,,,,,,80.59375,,,
1980-07-17,,,,,,79.90625,,,
1980-07-18,,,,,,79.15625,,,
1980-07-21,,,,,,80.09375,,,
1980-07-22,,,,,,79.4375,,,
1980-07-23,,,,,,80.03125,,,
1980-07-24,,,,,,78.9375,,,
1980-07-25,,,,,,78.375,,,
1980-07-28,,,,,,77.59375,,,
1980-07-29,,,,,,77.875,,,
1980-07-30,,,,,,76.4375,,,
1980-07-31,,,,,,75.3125,,,
1980-08-01,,,,,,75.625,,,
1980-08-04,,,,,,76.53125,,,
1980-08-05,,,,,,75.9375,,,
1980-08-06,,,,,,76.34375,,,
1980-08-07,,,,,,76.875,,,
1980-08-08,,,,,,75.375,,,
1980-08-11,,,,,,74.375,,,
1980-08-12,,,,,,75.15625,,,
1980-08-13,,,,,,75.34375,,,
1980-08-14,,,,,,75.40625,,,
1980-08-15,,,,,,76.34375,,,
1980-08-18,,,,,,74.53125,,,
1980-08-19,,,,,,73.84375,,,
1980-08-20,,,,,,74.0,,,
1980-08-21,,,,,,73.90625,,,
1980-08-22,,,,,,74.53125,,,
1980-08-25,,,,,,73.34375,,,
1980-08-26,,,,,,73.3125,,,
1980-08-27,,,,,,72.53125,,,
1980-08-28,,,,,,71.6875,,,
1980-08-29,,,,,,73.15625,,,
1980-09-01,,,,,,73.15625,,,
1980-09-02,,,,,,74.28125,,,
1980-09-03,,,,,,74.90625,,,
1980-09-04,,,,,,74.65625,,,
1980-09-05,,,,,,74.3125,,,
1980-09-08,,,,,,73.71875,,,
1980-09-09,,,,,,74.53125,,,
1980-09-10,,,,,,74.5,,,
1980-09-11,,,,,,73.65625,,,
1980-09-12,,,,,,73.40625,,,
1980-09-15,,,,,,72.15625,,,
1980-09-16,,,,,,72.65625,,,
1980-09-17,,,,,,71.90625,,,
1980-09-18,,,,,,72.40625,,,
1980-09-19,,,,,,73.375,,,
1980-09-22,,,,,,71.1875,,,
1980-09-23,,,,,,70.875,,,
1980-09-24,,,,,,71.28125,,,
1980-09-25,,,,,,70.375,,,
1980-09-26,,,,,,69.6875,,,
1980-09-29,,,,,,68.90625,,,
1980-09-30,,,,,,70.6875,,,
1980-10-01,,,,,,70.5,,,
1980-10-02,,,,,,70.59375,,,
1980-10-03,,,,,,72.59375,,,
1980-10-06,,,,,,73.25,,,
1980-10-07,,,,,,72.75,,,
1980-10-08,,,,,,72.46875,,,
1980-10-09,,,,,,74.21875,,,
1980-10-10,,,,,,73.65625,,,
1980-10-13,,,,,,73.5,,,
1980-10-14,,,,,,74.0625,,,
1980-10-15,,,,,,74.28125,,,
1980-10-16,,,,,,73.15625,,,
1980-10-17,,,,,,72.1875,,,
1980-10-20,,,,,,72.15625,,,
1980-10-21,,,,,,71.40625,,,
1980-10-22,,,,,,70.8125,,,
1980-10-23,,,,,,70.71875,,,
1980-10-24,,,,,,71.25,,,
1980-10-27,,,,,,69.25,,,
1980-10-28,,,,,,68.25,,,
1980-10-29,,,,,,67.625,,,
1980-10-30,,,,,,67.46875,,,
1980-10-31,,,,,,67.8125,,,
1980-11-03,,,,,,68.09375,,,
1980-11-04,,,,,,68.09375,,,
1980-11-05,,,,,,66.53125,,,
1980-11-06,,,,,,66.0625,,,
1980-11-07,,,,,,67.40625,,,
1980-11-10,,,,,,66.375,,,
1980-11-11,,,,,,68.375,,,
1980-11-12,,,,,,68.9375,,,
1980-11-13,,,,,,69.0625,,,
1980-11-14,,,,,,67.84375,,,
1980-11-17,,,,,,67.03125,,,
1980-11-18,,,,,,68.8125,,,
1980-11-19,,,,,,69.5625,,,
1980-11-20,,,,,,68.875,,,
1980-11-21,,,,,,67.96875,,,
1980-11-24,,,,,,68.34375,,,
1980-11-25,,,,,,68.1875,,,
1980-11-26,,,,,,68.6875,,,
1980-11-27,,,,,,68.6875,,,
1980-11-28,,,,,,68.03125,,,
1980-12-01,,,,,,67.0,,,
1980-12-02,,,,,,67.28125,,,
1980-12-03,,,,,,67.90625,,,
1980-12-04,,,,,,67.75,,,
1980-12-05,,,,,,68.71875,,,
1980-12-08,,,,,,67.75,,,
1980-12-09,,,,,,65.84375,,,
1980-12-10,,,,,,65.71875,,,
1980-12-11,,,,,,63.375,,,
1980-12-12,,,,,,65.6875,,,
1980-12-15,,,,,,65.40625,,,
1980-12-16,,,,,,64.875,,,
1980-12-17,,,,,,65.78125,,,
1980-12-18,,,,,,66.5625,,,
1980-12-19,,,,,,70.0625,,,
1980-12-22,,,,,,72.0625,,,
1980-12-23,,,,,,71.75,,,
1980-12-24,,,,,,72.09375,,,
1980-12-25,,,,,,72.09375,,,
1980-12-26,,,,,,72.09375,,,
1980-12-29,,,,,,72.25,,,
1980-12-30,,,,,,71.0,,,
1980-12-31,,,,,,71.375,,,
1981-01-01,,,,,,71.375,,,
1981-01-02,,,,,,71.875,,,
1981-01-05,,,,,,72.90625,,,
1981-01-06,,,,,,72.78125,,,
1981-01-07,,,,,,71.5625,,,
1981-01-08,,,,,,71.625,,,
1981-01-09,,,,,,70.34375,,,
1981-01-12,,,,,,70.25,,,
1981-01-13,,,,,,70.78125,,,
1981-01-14,,,,,,70.3125,,,
1981-01-15,,,,,,69.5625,,,
1981-01-16,,,,,,70.375,,,
1981-01-19,,,,,,69.4375,,,
1981-01-20,,,,,,70.5,,,
1981-01-21,,,,,,68.90625,,,
1981-01-22,,,,,,68.34375,,,
1981-01-23,,,,,,68.5625,,,
1981-01-26,,,,,,69.40625,,,
1981-01-27,,,,,,69.09375,,,
1981-01-28,,,,,,68.90625,,,
1981-01-29,,,,,,68.53125,,,
1981-01-30,,,,,,69.28125,,,
1981-02-02,,,,,,67.90625,,,
1981-02-03,,,,,,67.25,,,
1981-02-04,,,,,,68.09375,,,
1981-02-05,,,,,,67.15625,,,
1981-02-06,,,,,,66.625,,,
1981-02-09,,,,,,66.125,,,
1981-02-10,,,,,,65.5,,,
1981-02-11,,,,,,64.9375,,,
1981-02-12,,,,,,64.15625,,,
1981-02-13,,,,,,63.9375,,,
1981-02-16,,,,,,63.9375,,,
1981-02-17,,,,,,65.46875,,,
1981-02-18,,,,,,65.6875,,,
1981-02-19,,,,,,66.59375,,,
1981-02-20,,,,,,67.3125,,,
1981-02-23,,,,,,65.71875,,,
1981-02-24,,,,,,65.875,,,
1981-02-25,,,,,,65.375,,,
1981-02-26,,,,,,64.875,,,
1981-02-27,,,,,,64.875,,,
1981-03-02,,,,,,63.78125,,,
1981-03-03,,,,,,64.96875,,,
1981-03-04,,,,,,64.84375,,,
1981-03-05,,,,,,65.28125,,,
1981-03-06,,,,,,66.28125,,,
1981-03-09,,,,,,66.59375,,,
1981-03-10,,,,,,66.40625,,,
1981-03-11,,,,,,66.25,,,
1981-03-12,,,,,,67.125,,,
1981-03-13,,,,,,68.0625,,,
1981-03-16,,,,,,68.0,,,
1981-03-17,,,,,,68.8125,,,
1981-03-18,,,,,,69.28125,,,
1981-03-19,,,,,,68.46875,,,
1981-03-20,,,,,,67.96875,,,
1981-03-23,,,,,,66.84375,,,
1981-03-24,,,,,,66.0625,,,
1981-03-25,,,,,,66.5,,,
1981-03-26,,,,,,65.65625,,,
1981-03-27,,,,,,65.53125,,,
1981-03-30,,,,,,66.71875,,,
1981-03-31,,,,,,67.0625,,,
1981-04-01,,,,,,67.03125,,,
1981-04-02,,,,,,66.1875,,,
1981-04-03,,,,,,65.5625,,,
1981-04-06,,,,,,63.84375,,,
1981-04-07,,,,,,65.375,,,
1981-04-08,,,,,,64.5,,,
1981-04-09,,,,,,65.25,,,
1981-04-10,,,,,,64.5,,,
1981-04-13,,,,,,64.1875,,,
1981-04-14,,,,,,64.6875,,,
1981-04-15,,,,,,63.78125,,,
1981-04-16,,,,,,63.53125,,,
1981-04-17,,,,,,63.53125,,,
1981-04-20,,,,,,64.5,,,
1981-04-21,,,,,,64.15625,,,
1981-04-22,,,,,,63.96875,,,
1981-04-23,,,,,,63.875,,,
1981-04-24,,,,,,63.5,,,
1981-04-27,,,,,,63.28125,,,
1981-04-28,,,,,,63.375,,,
1981-04-29,,,,,,62.5625,,,
1981-04-30,,,,,,61.875,,,
1981-05-01,,,,,,62.3125,,,
1981-05-04,,,,,,60.40625,,,
1981-05-05,,,,,,59.96875,,,
1981-05-06,,,,,,60.375,,,
1981-05-07,,,,,,61.625,,,
1981-05-08,,,,,,61.75,,,
1981-05-11,,,,,,60.8125,,,
1981-05-12,,,,,,60.75,,,
1981-05-13,,,,,,60.6875,,,
1981-05-14,,,,,,62.25,,,
1981-05-15,,,,,,62.40625,,,
1981-05-18,,,,,,63.84375,,,
1981-05-19,,,,,,62.96875,,,
1981-05-20,,,,,,63.1875,,,
1981-05-21,,,,,,62.59375,,,
1981-05-22,,,,,,63.5,,,
1981-05-25,,,,,,63.5,,,
1981-05-26,,,,,,64.09375,,,
1981-05-27,,,,,,63.90625,,,
1981-05-28,,,,,,64.6875,,,
1981-05-29,,,,,,64.75,,,
1981-06-01,,,,,,64.78125,,,
1981-06-02,,,,,,64.4375,,,
1981-06-03,,,,,,64.9375,,,
1981-06-04,,,,,,65.15625,,,
1981-06-05,,,,,,64.5,,,
1981-06-08,,,,,,65.96875,,,
1981-06-09,,,,,,65.71875,,,
1981-06-10,,,,,,66.09375,,,
1981-06-11,,,,,,66.125,,,
1981-06-12,,,,,,66.0625,,,
1981-06-15,,,,,,67.21875,,,
1981-06-16,,,,,,67.34375,,,
1981-06-17,,,,,,66.59375,,,
1981-06-18,,,,,,65.15625,,,
1981-06-19,,,,,,65.40625,,,
1981-06-22,,,,,,66.78125,,,
1981-06-23,,,,,,65.9375,,,
1981-06-24,,,,,,65.46875,,,
1981-06-25,,,,,,65.25,,,
1981-06-26,,,,,,65.15625,,,
1981-06-29,,,,,,65.4375,,,
1981-06-30,,,,,,64.375,,,
1981-07-01,,,,,,63.71875,,,
1981-07-02,,,,,,64.28125,,,
1981-07-03,,,,,,64.28125,,,
1981-07-06,,,,,,65.03125,,,
1981-07-07,,,,,,63.78125,,,
1981-07-08,,,,,,63.96875,,,
1981-07-09,,,,,,63.5,,,
1981-07-10,,,,,,64.71875,,,
1981-07-13,,,,,,64.28125,,,
1981-07-14,,,,,,63.40625,,,
1981-07-15,,,,,,64.03125,,,
1981-07-16,,,,,,63.625,,,
1981-07-17,,,,,,63.78125,,,
1981-07-20,,,,,,61.78125,,,
1981-07-21,,,,,,61.875,,,
1981-07-22,,,,,,61.46875,,,
1981-07-23,,,,,,61.8125,,,
1981-07-24,,,,,,62.625,,,
1981-07-27,,,,,,62.0,,,
1981-07-28,,,,,,61.90625,,,
1981-07-29,,,,,,61.15625,,,
1981-07-30,,,,,,61.15625,,,
1981-07-31,,,,,,61.03125,,,
1981-08-03,,,,,,59.65625,,,
1981-08-04,,,,,,60.15625,,,
1981-08-05,,,,,,60.28125,,,
1981-08-06,,,,,,60.28125,,,
1981-08-07,,,,,,60.46875,,,
1981-08-10,,,,,,61.46875,,,
1981-08-11,,,,,,62.46875,,,
1981-08-12,,,,,,61.65625,,,
1981-08-13,,,,,,61.5,,,
1981-08-14,,,,,,60.90625,,,
1981-08-17,,,,,,61.25,,,
1981-08-18,,,,,,60.84375,,,
1981-08-19,,,,,,60.9375,,,
1981-08-20,,,,,,60.34375,,,
1981-08-21,,,,,,60.09375,,,
1981-08-24,,,,,,58.1875,,,
1981-08-25,,,,,,57.96875,,,
1981-08-26,,,,,,57.9375,,,
1981-08-27,,,,,,58.34375,,,
1981-08-28,,,,,,58.5,,,
1981-08-31,,,,,,57.375,,,
1981-09-01,,,,,,57.8125,,,
1981-09-02,,,,,,57.78125,,,
1981-09-03,,,,,,57.09375,,,
1981-09-04,,,,,,57.125,,,
1981-09-07,,,,,,57.125,,,
1981-09-08,,,,,,56.5625,,,
1981-09-09,,,,,,57.21875,,,
1981-09-10,,,,,,57.90625,,,
1981-09-11,,,,,,58.875,,,
1981-09-14,,,,,,58.375,,,
1981-09-15,,,,,,58.75,,,
1981-09-16,,,,,,58.78125,,,
1981-09-17,,,,,,59.5625,,,
1981-09-18,,,,,,59.6875,,,
1981-09-21,,,,,,60.34375,,,
1981-09-22,,,,,,59.40625,,,
1981-09-23,,,,,,58.5,,,
1981-09-24,,,,,,58.03125,,,
1981-09-25,,,,,,56.3125,,,
1981-09-28,,,,,,56.875,,,
1981-09-29,,,,,,55.8125,,,
1981-09-30,,,,,,56.0,,,
1981-10-01,,,,,,56.15625,,,
1981-10-02,,,,,,57.6875,,,
1981-10-05,,,,,,57.96875,,,
1981-10-06,,,,,,58.1875,,,
1981-10-07,,,,,,58.59375,,,
1981-10-08,,,,,,58.6875,,,
1981-10-09,,,,,,59.53125,,,
1981-10-12,,,,,,60.125,,,
1981-10-13,,,,,,58.875,,,
1981-10-14,,,,,,58.59375,,,
1981-10-15,,,,,,58.9375,,,
1981-10-16,,,,,,58.34375,,,
1981-10-19,,,,,,58.625,,,
1981-10-20,,,,,,57.8125,,,
1981-10-21,,,,,,56.6875,,,
1981-10-22,,,,,,56.65625,,,
1981-10-23,,,,,,57.375,,,
1981-10-26,,,,,,55.84375,,,
1981-10-27,,,,,,56.21875,,,
1981-10-28,,,,,,56.28125,,,
1981-10-29,,,,,,57.65625,,,
1981-10-30,,,,,,58.6875,,,
1981-11-02,,,,,,58.625,,,
1981-11-03,,,,,,59.53125,,,
1981-11-04,,,,,,60.6875,,,
1981-11-05,,,,,,60.40625,,,
1981-11-06,,,,,,61.15625,,,
1981-11-09,,,,,,62.46875,,,
1981-11-10,,,,,,62.46875,,,
1981-11-11,,,,,,63.71875,,,
1981-11-12,,,,,,64.03125,,,
1981-11-13,,,,,,63.84375,,,
1981-11-16,,,,,,64.65625,,,
1981-11-17,,,,,,63.9375,,,
1981-11-18,,,,,,64.875,,,
1981-11-19,,,,,,64.5,,,
1981-11-20,,,,,,64.6875,,,
1981-11-23,,,,,,63.0625,,,
1981-11-24,,,,,,65.0625,,,
1981-11-25,,,,,,65.875,,,
1981-11-26,,,,,,65.875,,,
1981-11-27,,,,,,66.34375,,,
1981-11-30,,,,,,65.5625,,,
1981-12-01,,,,,,64.78125,,,
1981-12-02,,,,,,63.5625,,,
1981-12-03,,,,,,64.28125,,,
1981-12-04,,,,,,65.46875,,,
1981-12-07,,,,,,63.5625,,,
1981-12-08,,,,,,63.96875,,,
1981-12-09,,,,,,63.0,,,
1981-12-10,,,,,,62.09375,,,
1981-12-11,,,,,,62.0625,,,
1981-12-14,,,,,,63.3125,,,
1981-12-15,,,,,,63.40625,,,
1981-12-16,,,,,,63.25,,,
1981-12-17,,,,,,62.65625,,,
1981-12-18,,,,,,63.625,,,
1981-12-21,,,,,,62.5625,,,
1981-12-22,,,,,,61.78125,,,
1981-12-23,,,,,,60.78125,,,
1981-12-24,,,,,,61.25,,,
1981-12-25,,,,,,61.25,,,
1981-12-28,,,,,,61.375,,,
1981-12-29,,,,,,60.625,,,
1981-12-30,,,,,,60.8125,,,
1981-12-31,,,,,,61.90625,,,
1982-01-01,,,,,,61.90625,,,
1982-01-04,,,,,,60.71875,,,
1982-01-05,,,,,,59.53125,,,
1982-01-06,,,,,,58.6875,,,
1982-01-07,,,,,,58.84375,,,
1982-01-08,,,,,,59.5,,,
1982-01-11,,,,,,58.15625,,,
1982-01-12,,,,,,58.96875,,,
1982-01-13,,,,,,58.21875,,,
1982-01-14,,,,,,58.8125,,,
1982-01-15,,,,,,58.53125,,,
1982-01-18,,,,,,59.03125,,,
1982-01-19,,,,,,58.53125,,,
1982-01-20,,,,,,58.78125,,,
1982-01-21,,,,,,59.40625,,,
1982-01-22,,,,,,59.09375,,,
1982-01-25,,,,,,59.46875,,,
1982-01-26,,,,,,59.5,,,
1982-01-27,,,,,,59.46875,,,
1982-01-28,,,,,,60.65625,,,
1982-01-29,,,,,,60.71875,,,
1982-02-01,,,,,,58.78125,,,
1982-02-02,,,,,,59.125,,,
1982-02-03,,,,,,58.5625,,,
1982-02-04,,,,,,58.34375,,,
1982-02-05,,,,,,58.78125,,,
1982-02-08,,,,,,57.28125,,,
1982-02-09,,,,,,57.09375,,,
1982-02-10,,,,,,57.75,,,
1982-02-11,,,,,,58.4375,,,
1982-02-12,,,,,,58.125,,,
1982-02-15,,,,,,58.125,,,
1982-02-16,,,,,,59.125,,,
1982-02-17,,,,,,59.15625,,,
1982-02-18,,,,,,60.125,,,
1982-02-19,,,,,,60.3125,,,
1982-02-22,,,,,,62.0,,,
1982-02-23,,,,,,61.65625,,,
1982-02-24,,,,,,62.25,,,
1982-02-25,,,,,,61.53125,,,
1982-02-26,,,,,,61.0,,,
1982-03-01,,,,,,62.0625,,,
1982-03-02,,,,,,62.84375,,,
1982-03-03,,,,,,63.15625,,,
1982-03-04,,,,,,63.4375,,,
1982-03-05,,,,,,63.34375,,,
1982-03-08,,,,,,62.59375,,,
1982-03-09,,,,,,62.8125,,,
1982-03-10,,,,,,62.40625,,,
1982-03-11,,,,,,61.78125,,,
1982-03-12,,,,,,61.75,,,
1982-03-15,,,,,,62.1875,,,
1982-03-16,,,,,,62.0625,,,
1982-03-17,,,,,,62.40625,,,
1982-03-18,,,,,,62.5,,,
1982-03-19,,,,,,62.125,,,
1982-03-22,,,,,,62.96875,,,
1982-03-23,,,,,,63.375,,,
1982-03-24,,,,,,62.625,,,
1982-03-25,,,,,,62.71875,,,
1982-03-26,,,,,,61.84375,,,
1982-03-29,,,,,,61.21875,,,
1982-03-30,,,,,,60.96875,,,
1982-03-31,,,,,,61.9375,,,
1982-04-01,,,,,,62.09375,,,
1982-04-02,,,,,,61.8125,,,
1982-04-05,,,,,,61.3125,,,
1982-04-06,,,,,,61.53125,,,
1982-04-07,,,,,,61.4375,,,
1982-04-08,,,,,,62.5625,,,
1982-04-09,,,,,,62.5625,,,
1982-04-12,,,,,,63.53125,,,
1982-04-13,,,,,,63.34375,,,
1982-04-14,,,,,,62.9375,,,
1982-04-15,,,,,,63.4375,,,
1982-04-16,,,,,,64.1875,,,
1982-04-19,,,,,,64.4375,,,
1982-04-20,,,,,,63.875,,,
1982-04-21,,,,,,63.6875,,,
1982-04-22,,,,,,64.0625,,,
1982-04-23,,,,,,64.0,,,
1982-04-26,,,,,,64.3125,,,
1982-04-27,,,,,,63.90625,,,
1982-04-28,,,,,,63.5625,,,
1982-04-29,,,,,,63.3125,,,
1982-04-30,,,,,,63.1875,,,
1982-05-03,,,,71.3125,,62.75,,,
1982-05-04,,,,71.8125,,63.3125,,,
1982-05-05,,,,71.9375,,63.3125,,,
1982-05-06,,,,72.96875,,64.59375,,,
1982-05-07,,,,73.25,,64.78125,,,
1982-05-10,,,,73.125,,64.53125,,,
1982-05-11,,,,73.25,,64.78125,,,
1982-05-12,,,,72.875,,64.09375,,,
1982-05-13,,,,72.625,,63.96875,,,
1982-05-14,,,,73.125,,64.3125,,,
1982-05-17,,,,72.65625,,63.5625,,,
1982-05-18,,,,72.875,,63.96875,,,
1982-05-19,,,,72.46875,,63.46875,,,
1982-05-20,,,,73.09375,,64.375,,,
1982-05-21,,,,73.0,,64.28125,,,
1982-05-24,,,,72.96875,,64.21875,,,
1982-05-25,,,,72.71875,,64.15625,,,
1982-05-26,,,,72.375,,63.625,,,
1982-05-27,,,,72.25,,63.1875,,,
1982-05-28,,,,72.25,,62.84375,,,
1982-05-31,,,,72.25,,62.84375,,,
1982-06-01,,,,71.4375,,61.59375,,,
1982-06-02,,,,71.6875,,61.84375,,,
1982-06-03,,,,71.59375,,61.625,,,
1982-06-04,,,,71.28125,,61.28125,,,
1982-06-07,,,,71.4375,,61.5625,,,
1982-06-08,,,,71.34375,,61.3125,,,
1982-06-09,,,,71.375,,61.71875,,,
1982-06-10,,,,71.1875,,61.375,,,
1982-06-11,,,,71.625,,61.96875,,,
1982-06-14,,,,70.53125,,60.625,,,
1982-06-15,,,,70.53125,,60.75,,,
1982-06-16,,,,70.3125,,60.53125,,,
1982-06-17,,,,69.6875,,59.875,,,
1982-06-18,,,,69.0,,59.3125,,,
1982-06-21,,,,69.125,,59.75,,,
1982-06-22,,,,68.6875,,59.4375,,,
1982-06-23,,,,68.46875,,59.34375,,,
1982-06-24,,,,68.46875,,59.3125,,,
1982-06-25,,,,68.375,,59.34375,,,
1982-06-28,,,,68.65625,,59.6875,,,
1982-06-29,,,,68.875,,60.0625,,,
1982-06-30,,,,69.5625,,60.6875,,,
1982-07-01,,,,69.75,,60.78125,,,
1982-07-02,,,,69.25,,60.15625,,,
1982-07-05,,,,69.25,,60.15625,,,
1982-07-06,,,,69.4375,,60.3125,,,
1982-07-07,,,,69.6875,,60.6875,,,
1982-07-08,,,,70.625,,61.71875,,,
1982-07-09,,,,71.25,,62.25,,,
1982-07-12,,,,71.75,,62.6875,,,
1982-07-13,,,,71.03125,,61.96875,,,
1982-07-14,,,,70.78125,,61.75,,,
1982-07-15,,,,71.28125,,62.125,,,
1982-07-16,,,,72.40625,,63.28125,,,
1982-07-19,,,,72.53125,,63.28125,,,
1982-07-20,,,,72.78125,,63.78125,,,
1982-07-21,,,,72.375,,63.375,,,
1982-07-22,,,,72.78125,,63.875,,,
1982-07-23,,,,72.46875,,63.625,,,
1982-07-26,,,,71.28125,,62.53125,,,
1982-07-27,,,,71.4375,,62.5,,,
1982-07-28,,,,70.96875,,61.96875,,,
1982-07-29,,,,71.84375,,62.5,,,
1982-07-30,,,,72.34375,,62.8125,,,
1982-08-02,,,,73.4375,,64.03125,,,
1982-08-03,,,,72.9375,,63.5,,,
1982-08-04,,,,72.8125,,63.53125,,,
1982-08-05,,,,72.65625,,63.625,,,
1982-08-06,,,,71.90625,,62.6875,,,
1982-08-09,,,,72.5625,,63.25,,,
1982-08-10,,,,72.53125,,63.25,,,
1982-08-11,,,,72.4375,,63.09375,,,
1982-08-12,,,,73.15625,,64.15625,,,
1982-08-13,,,,74.03125,,64.90625,,,
1982-08-16,,,,74.8125,,65.53125,,,
1982-08-17,,,,76.53125,,67.4375,,,
1982-08-18,,,,77.3125,,68.40625,,,
1982-08-19,,,,77.21875,,68.21875,,,
1982-08-20,,,,78.28125,,69.0,,,
