date,1Y,2Y,3Y,5Y,10Y,20Y,30Y
2000-01-04,6.3207633802435215,6.478684878580935,6.427727790408494,6.196901940859559,5.522984925270779,4.437754075621532,
2000-01-05,6.334398430252763,6.503120728441537,6.4639513683230545,6.259661514518419,5.6031735719844615,4.45620185659277,
2000-01-06,6.325505087805899,6.498822412426502,6.469360857492027,6.273889665487028,5.606709280792432,4.433187023334681,
2000-01-07,6.296293341999274,6.454178061919488,6.41811722036612,6.221728441601484,5.557121604645137,4.366586302586391,
2000-01-10,6.276551401922817,6.409500192618259,6.363653748606794,6.158462624435965,5.488781102909567,4.293055066449254,
2000-01-11,6.324449867103099,6.468880470781231,6.4323371228107264,6.240319881547977,5.568884092033139,4.309627573164805,
2000-01-12,6.340933455275461,6.485194486029086,6.45538263228971,6.2751547230297655,5.625988772981495,4.4415262589090005,
2000-01-13,6.310976544772576,6.445830679110958,6.406937116286997,6.208053138085137,5.539763515080038,4.392809292702957,
2000-01-14,6.3022396793739635,6.450736878928484,6.419361187588648,6.234213178315845,5.584793650564354,4.415265293212856,
2000-01-17,6.336798977383412,6.498625896921693,6.471803994602472,6.2883411416093935,5.63714511692448,4.454382994131899,
2000-01-18,6.365192091717089,6.55195407837571,6.542850804448076,6.379939229047186,5.729878386955468,4.520703874295837,
2000-01-19,6.328725655554907,6.509766213575929,6.498646911914681,6.326540405924067,5.672246414331196,4.520486629063216,
2000-01-20,6.339154897261026,6.529447370793129,6.529666805831872,6.370610318723448,5.714674146533852,4.566249774832818,
2000-01-21,6.329815959429635,6.514962535666813,6.508561972128891,6.340731344219345,5.689829564362445,4.578962614356138,
2000-01-24,6.323644492884941,6.505645616781274,6.499900991101334,6.33100774338692,5.672131319148094,4.56018646385002,
2000-01-25,6.303403715700819,6.4712153351566934,6.456441027240767,6.27370476444058,5.597113236762075,4.466404287266572,
2000-01-26,6.260356574161752,6.424768764101385,6.416240582860208,6.249907469999758,5.600820081021018,4.495846204685575,
2000-01-27,6.319433571142323,6.499034030996739,6.496926588173679,6.34143541821627,5.696329476578368,4.581250560163104,
2000-01-28,6.33839045774967,6.522153732512106,6.522731894222633,6.368662583518342,5.719562726981404,4.590887818630389,
2000-01-31,6.317503431027098,6.474908608344599,6.460497240061705,6.286146728985763,5.613887411230072,4.47898509029019,
2000-02-01,6.275511536623579,6.4099223460894885,6.378781002417862,6.1746550461274765,5.475193705279092,4.388160699068404,
2000-02-02,6.23916768493125,6.387281885679455,6.370817957436244,6.182354155803441,5.492262664383363,4.419774252522588,
2000-02-03,6.230824002198896,6.375973869013563,6.354309986311082,6.151952548960977,5.430570388532006,4.325030302960388,
2000-02-04,6.268336359541241,6.421318573106138,6.407325444322801,6.222620824006894,5.514572912202155,4.379347591875476,
2000-02-07,6.290403269406745,6.4420756133326815,6.429235194108546,6.248299835026232,5.526137777590145,4.371385851226898,
2000-02-08,6.269528330292733,6.4116859195732445,6.397247187329042,6.213398777774232,5.488357069460982,4.346474633048231,
2000-02-09,6.2817933354700015,6.4241776768730094,6.414779438463768,6.241044355461314,5.521615385304871,4.419045830979038,
2000-02-10,6.278808012165229,6.417389205045472,6.412167041499811,6.2532736996558524,5.562907179347928,4.474619312460869,
2000-02-11,6.230579335803482,6.3535966410317615,6.3423997860658865,6.185876900384621,5.532671347212975,4.515709881394403,
2000-02-14,6.186194456811663,6.2793969849602105,6.260899236611393,6.105702617498541,5.473826074005066,4.493546527850052,
2000-02-15,6.223578431343866,6.31560525113575,6.291508132197557,6.12655161990042,5.481512344031522,4.467965270752928,
2000-02-16,6.33771766472395,6.4414593182041875,6.415693047722939,6.241989285687977,5.5744899548915425,4.509780676354276,
2000-02-17,6.290499778498704,6.381236695666484,6.359420259376101,6.196311714375461,5.539572826137075,4.466839452889127,
2000-02-18,6.275679441521309,6.3645755961493435,6.338271617108262,6.162965678223251,5.484112554692246,4.390672809161296,
2000-02-21,6.240665845230297,6.309487182647389,6.273903160200626,6.088867217126355,5.403327411877148,4.3226185972506155,
2000-02-22,6.211329843502238,6.265072878708542,6.21089149938322,5.999040938866442,5.313703083351053,4.283893958599237,
2000-02-23,6.235307910239226,6.288099957739537,6.229988502842879,6.014267682597221,5.3366006783418936,4.315147926621703,
2000-02-24,6.21568508425997,6.25152400992231,6.175566322635373,5.930602753488073,5.238139311646593,4.254793062395938,
2000-02-25,6.231304941097478,6.261961401902736,6.180619090957776,5.928692961742538,5.227153080554048,4.244450947908384,
2000-02-28,6.240278878899916,6.279954093583165,6.203233322694846,5.9524011665800725,5.243640157646726,4.2514770606625945,
2000-02-29,6.247564975107277,6.302562523635256,6.238118973625627,6.010254462110909,5.334981696535275,4.363222408539107,
2000-03-01,6.207990670725286,6.257628090485759,6.196127876532671,5.974815500738961,5.306656761151456,4.326783511227185,
2000-03-02,6.211959867611374,6.2687239601776055,6.2151336218495,6.004113226888505,5.331935433357102,4.301439429238826,
2000-03-03,6.198512931207547,6.2429219074854965,6.179646706604647,5.948389940222549,5.2528444634803915,4.240300995372452,
2000-03-06,6.173538642878391,6.210264124174847,6.140634314594668,5.899870098347725,5.198225457306349,4.190644134894038,
2000-03-07,6.173716701061132,6.203931434428488,6.13173344410609,5.885312858663478,5.169121293016888,4.166851795267129,
2000-03-08,6.178550174917481,6.212682030002192,6.1440389775570265,5.900730746610369,5.188249821007447,4.205732651431205,
2000-03-09,6.173548529534247,6.197920150652206,6.121219579542168,5.865079828956746,5.154293685843223,4.223648544600185,
2000-03-10,6.186873777494726,6.218184699537142,6.143932756514619,5.896542632534918,5.203081499724467,4.296076337453791,
2000-03-13,6.180293714306398,6.204510122507369,6.131270898254513,5.886703066047537,5.193129758965625,4.285470854772084,
2000-03-14,6.208342130777597,6.231990135040149,6.154986518984476,5.9094745675260665,5.217447179796258,4.269668880490866,
2000-03-15,6.22106247807057,6.244088123435431,6.160552963181416,5.903254202391093,5.188620472855451,4.215532958439139,
2000-03-16,6.193404011587254,6.195323590304155,6.096918175858332,5.814814954380396,5.078571184656293,4.158795169531844,
2000-03-17,6.199914978696945,6.188026174529749,6.077057888241172,5.778723993249271,5.031562784319939,4.127675533283298,
2000-03-20,6.181915618417884,6.172582840976116,6.068127847521192,5.7888396944929035,5.073174932313367,4.16724652899971,
2000-03-21,6.1869762679911116,6.181562663753491,6.077613178032486,5.801466067283039,5.099795757221533,4.185576158858606,
2000-03-22,6.184692967227998,6.195134153359326,6.101162105441872,5.847647654652839,5.1891269570811875,4.280827335249023,
2000-03-23,6.196348121419846,6.219475060737131,6.115457959141847,5.8319586435032145,5.133483309249131,4.254756823315789,
2000-03-24,6.19789829043044,6.222007885990015,6.122385879449143,5.846706445591593,5.149770372862778,4.244758413931821,
2000-03-27,6.302618404523325,6.359637634909893,6.267051263596076,5.9881080480081135,5.263207540860512,4.333875750037455,
2000-03-28,6.275424336608239,6.31953195926539,6.222511214585698,5.9429658218966015,5.2228477924709855,4.314649789042714,
2000-03-29,6.269098943892135,6.316382516754607,6.221672652714518,5.943436839359341,5.224374022064067,4.341679516929878,
2000-03-30,6.25418426245698,6.281426702500278,6.17259215906422,5.875700502196284,5.158697029761278,4.324505405566059,
2000-03-31,6.249956322194497,6.273429633573378,6.160230337280169,5.857502761071595,5.147788590901799,4.349528569152391,
2000-04-03,6.231500708672442,6.235801513541139,6.118065075636896,5.812832039096394,5.103070765998293,4.293698045180513,
2000-04-04,6.263880830516322,6.259912961877198,6.139469012412936,5.837260270415028,5.133569676480296,4.2950997254773515,
2000-04-05,6.2253991686433565,6.211955781150307,6.081182803169303,5.7608152333714555,5.048801995308518,4.225270512019899,
2000-04-06,6.231566472055397,6.240701361509777,6.126402012483038,5.82396796944122,5.1293715693317115,4.310647208718057,
2000-04-07,6.19718852921578,6.193049939008768,6.072150873377807,5.763909057940124,5.068278653393956,4.2665469943531615,
2000-04-10,6.200379400176733,6.207516574763958,6.094509056672596,5.794704638541944,5.1031722604009175,4.293646338226019,
2000-04-11,6.16070925289427,6.162498062173167,6.051648549676833,5.756270218518607,5.079953877958019,4.299654939695796,
2000-04-12,6.177984008664953,6.189556099004321,6.079987473250924,5.781469380919495,5.106754103239236,4.3452342916855935,
