date,UK_1Y,UK_2Y,UK_3Y,UK_5Y,UK_10Y,UK_20Y
2000-12-25,0.008505284304831317,-0.03308275758802946,-0.02570646761224535,0.07089934704567842,-0.014133307817319569,-0.01416116973111104
2000-12-26,0.0085052843148097,-0.03308275912098233,-0.02570647066089488,0.07089934184714794,-0.014133315842241409,-0.014161178537003258
2000-12-27,0.008505284747342608,-0.0330827638759365,-0.02570648431074784,0.07089931385270137,-0.014133363459678307,-0.014161232863732722
2000-12-28,0.008505168012742429,-0.03308292533694777,-0.02570667244677056,0.07089910286516812,-0.014133574483567451,-0.014161416884048981
2000-12-29,0.02462317788608206,-0.044996303589722585,-0.03586926285490765,0.08531955110651676,-0.023665463906344983,-0.00939117887923542
2001-01-01,0.024623064532640064,-0.04499644766851967,-0.03586941948790247,0.0853193961856037,-0.02366558444074238,-0.009391260039894003
2001-01-02,0.054329686040791275,-0.05953483724126006,-0.05031028861363391,0.09438528165626298,-0.034410308330663365,0.0011138682487333521
2001-01-03,0.054330622807549474,-0.05953338921834628,-0.05030866810607745,0.09438697739045826,-0.03440875844360321,0.0011151244415535879
2001-01-04,0.09345722453220671,-0.08515274669964656,-0.05174412207289872,0.10554530716848272,-0.07008637635183448,0.034378774777606445
2001-01-05,0.09345793368737018,-0.08515127965160199,-0.05174229469448375,0.10554748352852909,-0.07008392825545864,0.03438100075660255
2001-01-08,0.1015321746635044,-0.0894380628684539,-0.04357075005272279,0.10615678869654321,-0.0982646640528023,0.05891957457192358
2001-01-09,0.10153237833204239,-0.08943703543581298,-0.04356927204592059,0.10615879118082339,-0.0982619684349431,0.05892234060374794
2001-01-10,0.19583009859236333,-0.0887482603897444,-0.08922298920607978,0.0580617851890178,-0.10666872427936863,0.1228357858837204
2001-01-11,0.19582949654175608,-0.0887481146448385,-0.08922233129229772,0.05806315027833511,-0.1066662819123081,0.12283856051356944
2001-01-12,0.2257763042263447,-0.029778538330308704,-0.15194805282341023,0.008860487433115967,-0.07243816017848353,0.13694457855599992
2001-01-15,0.22577543916261864,-0.029778787520985023,-0.15194787407868082,0.008861279556823436,-0.0724363201804517,0.13694687907400507
2001-01-16,0.2248258430429472,0.003290547849357107,-0.16203903438863945,-0.01878501169711245,-0.07396997506528173,0.15279928449902583
