date,UK_1Y,UK_2Y,UK_3Y,UK_5Y,UK_10Y,UK_20Y
2000-12-26,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2000-12-27,2.308867003324316e-05,0.00047165767573936664,0.0005729848595128346,-0.002019854246633739,0.0004548923485551967,0.00036367248031106213
2000-12-28,-0.0002776521978766051,-0.000500578337597193,-0.00034680783926596415,0.0004434320948443811,-3.1813936793742075e-05,3.278451307335993e-06
2000-12-29,-0.00010360476458689616,0.0008619795368504942,0.0005708536888008739,-0.0013866200178034448,0.0003037931978075927,0.00010330366241284557
2001-01-01,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2001-01-02,-8.30361808373345e-05,0.0028722526621692123,0.0028387548781337573,-0.00736307146834931,0.0020409914789230143,0.0006472453463564146
2001-01-03,-0.000726663059499256,0.0009966291959776611,0.0010772834225330659,-0.0036281302023741077,0.003123151687543707,-6.16917086471898e-05
2001-01-04,-0.0011057464969801713,-0.0009665086917077976,-0.0017149622857016082,0.004709333753019463,-0.0022035314225336135,8.2141788266328e-05
2001-01-05,-0.002375535302902065,0.0007060991621023088,0.00030888419670620974,-0.0011173688333757097,-0.0005690975845558488,0.0011055978205665058
2001-01-08,-0.0014558900100123482,0.0010355204926499565,0.00039268731982515124,-4.3765110673105756e-05,-0.0008264346037390348,0.0006657675055166521
2001-01-09,0.003356920871439214,-0.0037404071081804063,-0.0020008227794815234,0.0053673400796938305,-0.005209911551262583,0.002491734388576122
2001-01-10,0.001235206498275652,-0.0013079108749122735,-0.00037363235209180416,-0.00015163493052419323,0.0014544150034495255,-0.0010519628940223215
2001-01-11,0.0012240798944331839,-0.0001881967193169169,-8.82638143702667e-05,6.495301416106304e-06,-0.00010140086007464624,0.000424138521792482
2001-01-12,0.00610378924641104,-0.003653409333999303,-0.004498972206138111,0.0035899598442813976,-0.007140436183493838,0.005611116992424265
2001-01-15,-0.0044565628280846025,0.0008344150093292666,0.004967541352130903,-0.0003109318912621925,0.001752673410271702,-0.0033347505092994967
2001-01-16,-0.00259206283419936,0.00032232364873594865,0.0004203216796953167,0.00010536198970566043,-0.0026760454421905244,0.005350073591678253
