date,state_0,state_1,state_2
2015-09-28,0.9971112442222289,0.0013703461025915764,0.0015184096749926617
2015-09-29,0.9840645177965807,0.007648691394110315,0.008286790809223697
2015-09-30,0.918919904224307,0.03834542229745937,0.04273467347811985
2015-10-01,0.721452491899285,0.1350146760775915,0.14353283202302727
2015-10-02,0.24020082661454478,0.3660326423799203,0.3937665310054193
2015-10-05,0.0747642870932599,0.47466909689005954,0.45056661601682557
2015-10-06,0.015251723851710256,0.48445779280320933,0.5002904833449148
2015-10-07,0.003106639272026132,0.5124395871585677,0.4844537735692148
2015-10-08,0.0005740808928446398,0.492720571851997,0.5067053472552062
2015-10-09,0.00012076439588733977,0.5136021767616917,0.4862770588423254
2015-10-12,4.8805109717284626e-05,0.4934182124455346,0.5065329824448946
2015-10-13,3.0426148317100876e-05,0.5132364760999223,0.4867330977515632
2015-10-14,2.3741452562174708e-05,0.49381925157641443,0.5061570069709509
2015-10-15,1.9130745520493377e-05,0.5128416131178697,0.4871392561365932
2015-10-16,3.175139053258941e-05,0.4942000647741057,0.5057681838353618
2015-10-19,9.70172959058428e-05,0.512474919121766,0.48742806358219404
2015-10-20,0.00012284308106953612,0.4946066869147726,0.5052704700039469
2015-10-21,7.09180493206243e-05,0.5120335120753085,0.48789556987524585
2015-10-22,5.212504544091418e-05,0.4950101505827851,0.5049377243718616
2015-10-23,6.196123688917699e-06,0.5116864920547503,0.4883073118216448
2015-10-26,3.9265179907887205e-06,0.49525179797898977,0.5047442755030791
2015-10-27,1.1760528959370484e-05,0.5114647851507796,0.4885234543200697
