date,US_1Y,US_2Y,US_3Y,US_5Y,US_10Y,US_20Y,US_30Y,DE_1Y,DE_2Y,DE_3Y,DE_5Y,DE_10Y,DE_20Y,DE_30Y,UK_1Y,UK_2Y,UK_3Y,UK_5Y,UK_10Y,UK_20Y
2005-12-29,0.0006421726837472357,3.3914272961459595e-05,-0.00012098141640589792,-0.0004248829674445303,0.0003365250172410136,0.001148120020775906,-9.823734683993827e-05,-0.001011271258399778,-0.001026927345404029,-0.001176590812385829,-0.0014862871644440452,0.0018618988267312436,0.0002735020254258398,-9.165916382356746e-05,0.0016016324689470238,0.00037913990507986497,0.00024188435871186334,0.0002840129173263977,0.0004135634191777152,6.27282384683819e-05
2005-12-30,0.0017520577116131488,0.0005556216943038715,2.2066304813241476e-05,-0.0005483033231722712,-0.0003430027033744008,-0.0004977999877349838,-0.00036860341663664414,0.0009681666956584552,0.001481736044853248,0.0032194837145273604,0.006175933999564184,-0.009569362444922213,-3.473684212157133e-05,0.0008080433116215762,-4.700390581952823e-05,-0.0002341860222464331,-0.00028176096702200895,-0.00039377844201003134,-0.0005167300595205346,0.00038704595522496665
2006-01-02,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00215957012490863,-0.0024823679556810825,-0.004362760058148666,-0.007681157133718908,0.01630009152585141,0.00782130570993315,0.002679769487339178,0.0,0.0,0.0,0.0,0.0,-0.0
2006-01-03,0.0,-0.000556927171723184,-0.00011839390768913522,0.0016187670397683652,0.00020455260673197842,-0.00033334311487007417,-9.2281244356036e-05,4.6647555174212614e-05,0.00044107870237544233,0.0005830192597233307,0.00015809115438401717,0.0002904584430783414,-0.00032347045866874086,-6.452819974013343e-05,0.00038207670990687836,0.00012313352999647888,-1.2037767500493427e-05,-9.013997137497103e-05,0.00019548837699166036,3.001669917654518e-05
2006-01-04,-0.0013640955838674792,-0.0002912284696299225,-6.52238920005774e-05,0.0006648462005832944,0.00011075642490421717,0.0006943876718834063,-0.00029039348589813033,0.004321097968964309,0.005139575251040038,0.005738111115538541,0.0035855316716580177,-0.008542844924006945,-0.005102554935381647,0.0005190598360962826,-0.0009672263252567343,-0.0005644550217358957,-0.0005029757037252822,-0.0006641431630125585,-0.0008280508454779792,0.00029272557941520497
2006-01-05,0.00029230377199706984,0.0001380635330874439,8.359606113137617e-05,-0.0003004485115549199,-0.0,-0.000299859678451875,0.00022311405320657297,0.0017022904761572915,0.001810626041913835,0.001660418269933209,0.0008887133374253161,-0.003452941645188125,-0.0014116926081491248,-0.0003835780272357258,0.0004810562610815837,0.0001385946054445288,9.939669865980843e-05,0.00010584686939304717,-0.00013424914756649396,0.0002864573117931092
2006-01-06,0.0006432608963754397,0.0007040197679982011,0.00030023032459596015,-0.0007973551946857213,-0.0001342531425428132,-0.0005274287785451015,-0.00029171630085049997,0.00011867767837522615,-0.00024324729899714698,-0.00038068967628640885,-0.0001911914100878183,-0.00026147988168134215,-0.00041345473856017515,-0.00028595557851301794,0.0017594680378914631,0.0003476271911318167,0.00014871549786093878,0.0001792484017178379,1.8383700366223492e-05,0.0002921742494248965
2006-01-09,0.00031908595348995874,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.00020838849148220788,-0.0002576360304824115,-0.00014160979672287244,0.0002829114326631051,-0.00270320590099473,-0.0019199742534775663,-0.0011005065819604273,0.0020360022401907413,0.00028635792032186624,5.6276387496371776e-05,0.00021870668170190504,0.00035683747761311885,-0.00023714350582459916
2006-01-10,0.0009502345457781929,0.0009754390111178284,0.0004473572129359347,-0.0008213992113213351,-0.00023277415082295074,-0.0014984482924168434,-0.0007759687590834071,-0.0019541279081752004,-0.0020096993690785015,-0.0020157117422224553,-0.001133482742803053,0.0016720346874224557,0.0006369728482069267,0.00031563231878403356,0.0010854260657595486,0.00017738996656158757,3.395292499393445e-05,0.0001937195289954821,0.00039067489818790305,-0.00016196803419141475
2006-01-11,0.0002448219998888632,0.0005846330667742388,0.00047913404340690934,-0.0005961218649289805,-0.00013115847813679362,-0.0005261924391874115,5.777615954649153e-05,-0.002378269609873102,-0.002104615964098623,-0.0018899058109161414,-0.0010068387678636949,0.0018280704653104705,0.0004803791227732051,0.00017811112730053595,-0.0007731626211021585,-9.765306544841122e-06,6.675354081024322e-05,-8.249038781642611e-05,-0.0003235620571759397,0.00020620667089617863
